#separator:tab
#html:true
#notetype:core_rad_notetype_v2
#deck:Corebook::Ultrasound::Scrotum Basic::Testicular Carcinoma
Testicular carcinoma MRI staging HY11					Testicular carcinoma									What MRI role is directly supported by the article?	T2-weighted MRI can help identify nodal metastases, described as moderate high-signal-intensity retroperitoneal lymphadenopathy.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular carcinoma differential list HY12					Testicular carcinoma									What are the main source-listed mimics of testicular carcinoma?	Top differentials: epidermoid cyst, lymphoma, and subacute hematoma.<br>Additional listed mimics: segmental infarct and focal orchitis.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Epidermoid cyst mimic HY13					Epidermoid cyst									What findings favor epidermoid cyst over testicular carcinoma?	Cystic cavity lined by stratified squamous epithelium with onion-skin appearance from alternating keratin and desquamated squamous cell layers. It may have a calcified rim and shows no MR enhancement.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular lymphoma mimic HY14					Testicular lymphoma									What findings favor testicular lymphoma as the mimic?	Older age group; most common testicular tumor in men over 60 years. Often bilateral or multiple, associated with lymphadenopathy or masses elsewhere, and hypoechoic/hypervascular on color Doppler. The checklist says to particularly consider lymphoma if bilateral lesions are seen and the patient is over 50 years.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Subacute hematoma mimic HY15					Subacute hematoma									What findings favor subacute hematoma over testicular carcinoma?	History of trauma, associated hematocele, and hypoechoic US appearance.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Segmental infarct mimic HY16					Segmental infarct									What findings favor segmental infarct over testicular carcinoma?	Acute pain without a palpable mass; focal hypoechoic avascular area on color Doppler.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Focal orchitis mimic HY17					Focal orchitis									What findings favor focal orchitis over testicular carcinoma?	Irregular hypoechoic area with enlarged epididymis; increased color Doppler vascularity without vessel displacement; reactive hydrocele with low-level echoes and scrotal wall thickening.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular carcinoma epidemiology HY18					Testicular carcinoma									What age group is highest yield for testicular carcinoma?	Most common neoplasm/cancer in males aged 15-34 years. Typical clinical profile is a young male with a palpable testicular mass and elevated markers such as beta-hCG or alpha-fetoprotein.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular carcinoma histology proportions HY19					Testicular germ cell tumor									What histology proportions are source-supported?	Ninety-five percent of testicular tumors are malignant germ cell tumors. Single histologic subtype occurs in 65%: seminoma 40-50%, embryonal subtype 25% often mixed, teratoma 5-10%. Multiple subtypes occur in 35%.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Seminoma demographics HY20					Seminoma									What demographics are source-supported for seminoma?	Seminoma is the most common pure germ cell tumor. Average age is about 40.5 years; most common in men 35-39 years; most common tumor in an undescended testis; rare before age 10 and after age 60.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular carcinoma risk factors HY21					Testicular carcinoma									What risk factors/associations are listed for testicular carcinoma?	Cryptorchidism, previous contralateral cancer, family history, and possible associations with mumps orchitis and microlithiasis.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular carcinoma symptoms HY22					Testicular carcinoma									What symptoms and paraneoplastic clues are source-supported?	Most common presentation is a palpable painless enlarging testicular mass. Dull pain occurs in 27%; acute pain in 10%. Gynecomastia and prepubescent virilization are listed associated clinical abnormalities.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular carcinoma bilateral facts HY23					Testicular carcinoma									What bilateral/contralateral facts are source-supported?	Most tumors are unilateral; contralateral tumor eventually develops in 8%. Overall bilateral disease occurs in 2-3%. Seminoma is bilateral in 1-3% and almost always asynchronous.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular carcinoma stage basics HY24					Testicular carcinoma									How does the article define broad stages I, II, and III?	Stage I: tumor confined to testis.<br>Stage II: nodal disease below diaphragm.<br>Stage III: lymph nodes above diaphragm; stage IIIA metastases confined to lymphatic system; stage IIIB/IV extranodal metastases.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular carcinoma stage II subgroups HY25					Testicular carcinoma									How are stage II retroperitoneal nodal subgroups defined?	Stage IIA/B1: retroperitoneal node enlargement under 2 cm.<br>Stage IIB/B2: over 2 cm and under 5 cm.<br>Stage IIC/B3: over 5 cm.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular carcinoma spread HY26					Testicular carcinoma									What metastatic spread pattern is source-supported?	Distant spread occurs along testicular lymphatics. Hematogenous dissemination is usually late and can involve lung, bone, and brain.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Choriocarcinoma spread HY27					Choriocarcinoma									What spread pattern is specifically high yield for choriocarcinoma?	Choriocarcinoma has a proclivity for early hematogenous spread, especially to brain, and the article notes death is usually within 1 year of diagnosis.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Growing teratoma syndrome HY28					Growing teratoma syndrome									Define growing teratoma syndrome from the article.	Evolution of mixed germ cell tumor into mature teratoma after chemotherapy, followed by interval growth despite maintaining a benign histologic type. The article states this occurs in 40%.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Testicular carcinoma treatment HY29					Testicular carcinoma									What treatment principles are source-supported?	Radical orchiectomy is listed as treatment. Retroperitoneal node dissection is used for nonseminomatous tumor. Seminoma is very sensitive to radiotherapy with or without chemotherapy; radiotherapy or chemotherapy is used for metastatic disease.					<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Teratoma histology mechanism MECH01					Teratoma/teratocarcinoma					Why do teratoma/teratocarcinoma masses often look cystic and calcified on ultrasound?	The article links this appearance to cystic areas and calcification from cartilage or immature bone, with or without fibrosis. That histologic mixture explains the complex cystic architecture and shadowing calcific foci.									<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Epidermoid cyst mechanism MECH02					Epidermoid cyst					Why does an epidermoid cyst produce an onion-skin pattern?	The article states the cystic cavity is lined by stratified squamous epithelium and the onion-skin appearance comes from alternating layers of keratin and desquamated squamous cells.									<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Doppler vessel displacement MECH03					Focal orchitis versus carcinoma					Why is vascular displacement a useful clue when separating focal orchitis from carcinoma?	RadPrimer describes focal orchitis as increased vascularity without displacement of vessels. A true mass is more likely to distort or displace local architecture, so preserved vessel course supports inflammation rather than a discrete neoplasm. Outside clarification: the mass-effect explanation is an interpretive mechanism, not directly stated in the article.									<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Lymphoma age trap TRAP01					Testicular lymphoma							What is the age/bilaterality trap in suspected testicular carcinoma?	Trap: calling every hypoechoic hypervascular intratesticular lesion a germ cell tumor. Safety check: if lesions are bilateral/multiple or the patient is over 50, especially over 60, strongly consider lymphoma and look for associated lymphadenopathy/masses elsewhere.							<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Small-node CT trap TRAP02					Testicular carcinoma							What is the CT nodal staging trap with small retroperitoneal nodes?	Trap: dismissing nodes under 1 cm as benign by size alone. Safety check: RadPrimer says even nodes under 1 cm are suspicious when they are in typical drainage areas, including left renal hilus and right retrocaval locations.							<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
Orchitis vascularity trap TRAP03					Focal orchitis							What Doppler trap can make focal orchitis mimic carcinoma?	Trap: treating any increased intratesticular vascularity as tumor. Safety check: focal orchitis can be hypervascular but should have inflammatory context such as enlarged epididymis, reactive hydrocele, wall thickening, and no vessel displacement.							<div><b>Testicular Carcinoma</b></div><br><b>Source Basis:</b> RadPrimer-only (article and selected RadPrimer image captions). <b>Core evidence:</b> Not provided in this bundle.<br><br><b>Key RadPrimer points:</b><ul><li>Best diagnostic clue: discrete hypoechoic or mixed echogenic intratesticular mass, with or without vascularity.</li><li>Seminoma is usually well-defined, hypoechoic, solid, and lacks calcification or tunica invasion.</li><li>Teratoma/teratocarcinoma often has cystic areas and calcification; embryonal carcinoma can invade tunica albuginea and distort contour; choriocarcinoma commonly has hemorrhage with focal necrosis.</li><li>US identifies and characterizes the scrotal mass; CT or MR is used for metastatic staging; PET may evaluate post-treatment residual masses.</li><li>Use lymphoma, epidermoid cyst, hematoma, infarct, and focal orchitis as source-listed mimics when the clinical and Doppler pattern fits.</li></ul>	
